sample_id,bme688_gas_response_norm,mq135_response_norm,mq7_response_norm,temperature_c,humidity_pct,pressure_hpa,pattern_label
PD_117,0.83451,0.24522,0.63991,23.78,61.29,1003.72,Pattern_D
U_076,0.3149,0.37059,0.49882,25.47,53.39,1009.01,Unknown
PB_156,0.61567,0.33537,0.86365,24.29,54.94,1007.27,Pattern_B
U_297,0.48326,0.48348,0.37932,25.23,53.01,1010.35,Unknown
PC_216,0.55077,0.50463,0.21387,25.62,43.12,1014.84,Pattern_C
PA_270,0.26271,0.75459,0.55485,24.2,50.71,1010.63,Pattern_A
PD_096,0.80406,0.31146,0.56801,23.78,64.87,1005.01,Pattern_D
PA_202,0.26082,0.66283,0.5169,25.13,51.95,1011.12,Pattern_A
PA_162,0.28593,0.67176,0.43546,25.02,49.38,1011.81,Pattern_A
PC_130,0.56816,0.45682,0.18917,25.94,43.96,1012.62,Pattern_C
PB_102,0.69599,0.39695,0.61767,24.26,53.02,1010.84,Pattern_B
PC_103,0.55046,0.59135,0.27279,26.62,47.66,1015.86,Pattern_C
PD_230,0.71577,0.37035,0.53379,23.76,59.28,1007.8,Pattern_D
PB_266,0.62095,0.30777,0.71226,24.03,56.28,1009.08,Pattern_B
U_214,0.40919,0.47193,0.48642,25.54,52.43,1012.05,Unknown
PD_122,0.823,0.33192,0.65716,23.71,61.69,1005.31,Pattern_D
PD_126,0.74471,0.24791,0.5092,23.71,65.88,1008.77,Pattern_D
U_212,0.43664,0.39406,0.50095,25.75,52.89,1009.08,Unknown
PD_205,0.74109,0.29256,0.61058,23.69,60.82,1003.82,Pattern_D
PA_206,0.26977,0.64702,0.30895,25.04,50.72,1010.57,Pattern_A
PA_035,0.18724,0.71683,0.32941,24.45,48.07,1011.4,Pattern_A
PC_176,0.46805,0.66447,0.30561,25.8,45.32,1014.85,Pattern_C
PB_209,0.72889,0.51253,0.81975,24.08,53.01,1007.86,Pattern_B
U_276,0.54786,0.50009,0.42863,25.26,56.25,1007.45,Unknown
U_191,0.54209,0.46796,0.42649,25.24,47.99,1011.7,Unknown
PA_092,0.31119,0.65445,0.42241,25.3,50.85,1013.0,Pattern_A
U_164,0.46925,0.58937,0.51393,24.77,52.92,1010.98,Unknown
PC_298,0.48323,0.62466,0.37165,26.52,42.25,1014.52,Pattern_C
PB_265,0.67596,0.4477,0.75859,24.27,51.59,1007.08,Pattern_B
U_170,0.4091,0.49654,0.43402,25.0,53.84,1010.95,Unknown
PC_177,0.47228,0.60458,0.24274,25.57,41.43,1014.35,Pattern_C
PA_242,0.42792,0.81857,0.36161,24.73,49.28,1012.92,Pattern_A
PA_014,0.33441,0.69989,0.40741,24.7,49.2,1011.31,Pattern_A
PB_016,0.73635,0.36909,0.69178,23.53,54.41,1006.95,Pattern_B
PC_001,0.57325,0.75716,0.19663,26.66,45.15,1016.45,Pattern_C
PB_088,0.74271,0.42076,0.617,24.73,50.12,1010.65,Pattern_B
U_098,0.46984,0.45473,0.43304,26.47,51.52,1011.07,Unknown
PA_167,0.34218,0.72788,0.38785,25.37,49.87,1010.69,Pattern_A
PC_241,0.5203,0.54642,0.30256,25.19,40.32,1017.47,Pattern_C
PA_021,0.24371,0.73165,0.3932,25.61,51.84,1012.64,Pattern_A
PC_047,0.45823,0.62077,0.20189,26.13,43.92,1017.53,Pattern_C
PD_255,0.77834,0.23634,0.49908,23.7,60.33,1005.37,Pattern_D
PC_232,0.54145,0.61792,0.25033,26.37,41.57,1014.88,Pattern_C
U_068,0.52683,0.46954,0.46747,25.84,51.63,1007.9,Unknown
PB_263,0.59875,0.38205,0.7595,24.23,56.38,1007.5,Pattern_B
U_261,0.55799,0.47296,0.56547,25.19,55.09,1010.49,Unknown
PC_087,0.58198,0.66335,0.23762,25.67,43.58,1016.32,Pattern_C
PD_058,0.81209,0.34249,0.61124,24.19,58.0,1002.3,Pattern_D
PA_190,0.29093,0.80375,0.3837,25.02,49.8,1012.01,Pattern_A
PD_076,0.8355,0.36975,0.61891,23.15,60.15,1004.51,Pattern_D
PC_100,0.59026,0.5452,0.297,25.26,40.51,1015.57,Pattern_C
PB_211,0.74481,0.43295,0.90831,24.58,54.36,1008.01,Pattern_B
PD_183,0.71979,0.2972,0.58708,22.91,61.91,1006.56,Pattern_D
PB_175,0.64345,0.35206,0.72594,24.22,56.73,1009.76,Pattern_B
PC_257,0.54274,0.62999,0.24512,26.21,44.6,1009.83,Pattern_C
PC_148,0.54371,0.61491,0.28355,25.71,48.73,1013.11,Pattern_C
PA_253,0.34926,0.59016,0.27906,25.09,48.43,1014.36,Pattern_A
PA_022,0.38048,0.64273,0.34161,24.58,49.14,1009.52,Pattern_A
U_138,0.52104,0.43793,0.44418,25.78,54.08,1011.65,Unknown
PB_160,0.73935,0.34216,0.79833,24.65,56.65,1009.57,Pattern_B
PD_285,0.76975,0.29107,0.60511,23.96,63.28,1006.01,Pattern_D
PA_277,0.32137,0.60561,0.42511,25.06,55.25,1010.02,Pattern_A
PD_056,0.66133,0.3021,0.66224,23.82,61.26,1001.65,Pattern_D
U_016,0.57766,0.41469,0.48841,25.67,50.11,1010.49,Unknown
PB_086,0.72545,0.43815,0.84213,24.53,56.09,1008.66,Pattern_B
PC_206,0.44764,0.47343,0.21475,25.63,41.45,1013.68,Pattern_C
U_238,0.46968,0.52305,0.43391,25.85,50.74,1007.87,Unknown
PB_044,0.64685,0.34896,0.67318,25.28,55.6,1008.68,Pattern_B
PC_170,0.48971,0.70783,0.11126,25.55,51.01,1016.06,Pattern_C
U_133,0.62612,0.37839,0.46492,25.27,56.49,1007.62,Unknown
PA_131,0.29718,0.71482,0.48785,25.4,50.03,1012.45,Pattern_A
PC_272,0.52269,0.5821,0.30203,25.86,46.91,1012.14,Pattern_C
PD_224,0.74734,0.23475,0.49789,24.46,60.29,1007.66,Pattern_D
U_197,0.38144,0.43943,0.50166,26.37,47.69,1009.83,Unknown
PA_088,0.37347,0.70756,0.46423,24.8,53.2,1012.24,Pattern_A
U_283,0.41193,0.51623,0.535,26.07,53.96,1012.34,Unknown
PB_031,0.68938,0.38357,0.76186,24.39,53.27,1007.48,Pattern_B
U_039,0.47084,0.53814,0.45683,26.11,55.18,1011.36,Unknown
PB_167,0.71082,0.40326,0.7944,24.21,54.43,1009.75,Pattern_B
PA_122,0.31554,0.76988,0.31159,24.5,50.99,1012.1,Pattern_A
PD_145,0.78284,0.22545,0.60573,24.31,61.83,1004.64,Pattern_D
PD_196,0.74121,0.38139,0.66925,23.28,60.99,1004.86,Pattern_D
PD_231,0.84352,0.29795,0.51075,24.49,61.19,1003.01,Pattern_D
U_095,0.55795,0.46753,0.53324,24.85,52.54,1009.89,Unknown
PC_261,0.51707,0.50379,0.37698,26.08,43.01,1013.74,Pattern_C
U_260,0.52751,0.43881,0.50331,26.05,51.24,1008.76,Unknown
PD_227,0.75504,0.22141,0.6841,24.5,63.94,1004.3,Pattern_D
